176,車は、交差点を左折しようとするときは、あらかじめできるかぎり道路の左端により、交差点の側端に沿って徐行しながら通行しなければならない。,0,問題の通り正解です。,null
177,この標識は、大型貨物自動車と中型貨物自動車、大型特殊自動車の直進を禁止しているので、その他の車は直進できる。,0,問題の通り正解です。,D_img25.gif
178,追い越しをするときは、前方の安全を確かめるとともに、バックミラーなどで右側方や右斜め後方の安全を確かめなければならない。,0,問題の通り正解です。,null
179,腕を車の外に出して、斜め下に伸ばしているときは、後退するときの合図である。,1,斜め下に伸ばしているときは、徐行や停止をしようとするときの合図です。,null
180,歩道や路側帯のない道路で駐車や停車をするときは、車の左側に０．５メートル以上の余地をあけ、歩行者の通行を妨げないようにしなければならない。,1,道路の左側によって駐停車します。,null
181,進路前方の道路の左端に止まっている車が、右に方向指示器をだしたときは、その車が道路上に出てくるかもしれないと予測しなければならない。,0,問題の通り正解です。,null
182,雨の日や運転者が疲れているときは、停止距離が長くなるので、車間距離を多めにとる必要がある。,0,問題の通り正解です。,null
183,この標識のある道路は、警察署長の許可を受けた車は通行できるが、その場合は歩行者がいてもいなくても必ず徐行しなければならない。,0,問題の通り正解です。,D_img26.gif
184,この標識は、普通乗用自動車のみ通行を禁止している。,1,二輪の自動車は通行できるが、それ以外の自動車はすべて通行が禁止されています。,D_img27.gif
185,交差点を右折するときは、内輪差は生じない。,1,右折するときにも、内輪差は生じます。,null
186,長時間運転するときは、身体を傾け、窓枠に肘をかけるなど多少運転姿勢をくずしたほうが疲労が少なくなる。,1,運転姿勢を正しく保つことは、疲労が少なく、とっさのときに安全に対応できる。,null
187,運転免許の停止処分を受けた者が、その停止期間中に運転しても取り消しではないので無免許運転にはならない。,1,停止期間中に運転すると無免許運転となります。,null
188,この道路標示は、転回禁止がここで終わりであることを示している。,0,問題の通り正解です。,D_img28.gif
189,長い下り坂などでブレーキを頻繁に使うと、ブレーキドラムやブレーキライニングが加熱して、ブレーキ液内に気泡が発生し、ブレーキが効かなくなることがあるので、エンジンブレーキを十分活用するようにする。,0,問題の通り正解です。,null
190,車両通行帯が黄色の線で区画されているところでは、緊急自動車が接近してきたときでも、この黄色の線をこえて進路を変更してはならない。,1,緊急自動車に進路を進路をゆずるときは、黄線をこえて進路を変更できます。,null
191,交差点（優先道路の交差点を除く）、踏切、横断歩道、自転車横断帯の中はもちろん、これらの場所から３０メートル手前の間では、自動車や原動機付自転車を追い越すために進路を変えたり、その横を通り過ぎてはならない。,0,問題の通り正解です。,null
192,道路の片側に障害物がある場合、その場所で対向車と行き違うときは、障害物のある反対側の車があらかじめ一時停止をしたり、減速して進路をゆずるようにする。,1,障害物のないほうの車に進路をゆずります。,null
193,左図のような路側帯は、軽車両の通行はできるが、車が中に入って駐停車することは禁止されている。,1,歩行者用路側帯なので、軽車両も通行できません。,D_img29.gif
194,対向車と正面衝突しそうになったときは、最後まであきらめないで少しでもブレーキとハンドルでかわすようにするとよい。,0,問題の通り正解です。,null
195,他の車に追い越されるときは、加速さえしなければ追い越しに十分な余地がなくても進路をゆずる必要はない。,1,できるだけ左側により、追い越す車に進路をゆずる。,null
196,遠心力は、およそ速度の二乗に比例して大きくなり、カーブの半径が小さいほど大きくなる。,0,問題の通り正解です。,null
197,高速運転をすると、摩擦熱のためタイヤの空気圧が高くなるので、高速道路を通行するときは、タイヤの空気圧は一般道路を走行するときよりやや低めにしたほうがよい。,1,スタンディングウェーブ現象が起きやすいので空気圧は高めにする。,null
198,自動車（二輪の自動車を除く。）の保有者は、住所など自動車の使用の本拠の位置から５キロメートル以内の道路以外の場所に自動車の保管場所を設けなければならない。,1,保管場所は、２キロメートル以内に儲けなければなりません,null
199,左図の標識のある道路では原動機付自転車は通行できないが、大型自動二輪車や普通自動二輪車は排気量に関係なく通行できる。,1,総排気量125ｃｃ以下の普通自動二輪車は通行できません。,D_img30.gif
200,左図の標識のある道路では、大型貨物自動車や特定中型貨物自動車、大型特殊自動車は最も左側の車両通行帯を通行しなければならない。,0,問題の通り正解です。,D_img31.gif
